search_term,natural_language,counts,directionality,search_term_source,category,keep_term
kamurik digital,cja,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
ngữ hóa kỹ thuật số,cja,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
digitnal hūnintsi,cja,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
ខ្មែរប្រសិនធានី ដេសក្លាស់,cja,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
įłak'e ts'edi k'e nįdhį,den,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dene kǝdǝnǝ yati,den,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dýgidálsk menskurfrøði,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
akumane ya nka'ane ya digital,ewo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
𐌈𐌖𐌌𐌉𐌈𐌀𐌋 𐌈𐌀𐌍𐌀𐌔𐌂𐌄𐌍𐌕𐌉𐌀,ett,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tlachleśa tivadun,ett,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
𐌱𐌹𐌳𐌹𐌽𐌹 𐌸𐌹𐌳𐌹𐌽𐌹𐌳𐌹𐌽𐌹,ett,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanitate digitalak,eu,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
gizatasun digitalak,eu,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
giza zientzien informatika,eu,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
giza zientzia digitalak,eu,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
arte digitalak,eu,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
hizkuntzarik digital humanitariak,eu,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
цифровой гуманитарной наукар,evn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kuɣaŋi kʊlʷɛn,evn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифрĕн хумсалăх,evn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
нигильэн халхаалар,evn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
minkukuma mi nkɔbɔ ya ntangan,ewo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mvog mvog nlo'ó nlôm,ewo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digiðal humanitæs,den,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
bokamandji ya digitale,ewo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ŋsɛ́ɛm ŋsɔɔmɔɔ ŋkɛ́ɛm,ewo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
munundu digital,ewo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanidaes dixitalis,ext,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanidadis digitalis,ext,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humaniais degitalis,ext,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanidaes digitalis,ext,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanidades digitaus,ext,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
انسان‌شناسی دیجیتال,fa,1,rtl,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
مطالعات دیجیتال بشری,fa,1,rtl,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
minkanda mi nkɔbɔ mi nternet,fan,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
bia'a ya nkañg ya nlô'ô,fan,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
mvôlô ma mfôk,fan,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
khaqalikhaqal,fan,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
𐌕𐌄𐌊𐌄𐌓𐌀𐌔 𐌄𐌕𐌓𐌖𐌔𐌊𐌀,ett,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ziχ rasnal,ett,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digiteelne humanistika,et,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
digitaalne humanistika,et,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
dkaw ḋawθanawmawng,eky,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
διγίτες ανθρωπιστικές επιστήμες,el,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
ψηφιακούς ανθρωπιστικές επιστήμες,el,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
διαδικτυακές χρηματοδότησες,el,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
numismatiki koinotita,el,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
digitale humanitees,enm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale humanytee,enm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
lettre des sciences,enm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,False
digital cunnyng of leters,enm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale homininité,enm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital humaunites,enm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ciferecaj homstudoj,eo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ciferecaj homoj,eo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ciferecaj homaroj,eo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ciferecaj homsciencoj,eo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ciferecaj humanaj sciencoj,eo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dokumenta humanismo,eo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
cifraj humanitaroj,eo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dekonhumanitato,eo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tekitralallret ilakuyullrat,esu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ciuliamta ayuqucirtuutait,esu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
nunani allrakuni ayagyuat ilisimatulit,esu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
qaralit yupigcetun,esu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
iŋgiqtaġiaqtuq,esu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
iġnainyuaq qaaġneqtuq,esu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tusaarteqmiuteqmiunngi,esu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digihumanitaaria,et,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
digitaalsed humanitaarteadused,et,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
digitaalsed inimeteadused,et,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
ŋgabɛŋ ŋgɔŋgɔŋ,fan,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
fanshu jisuan kexue,fan,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
teknolojia yi yingyu wenxue,fan,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tebɛt ɣarab,fia,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
taŋká-wíčhapi oyáte,fia,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
digital na kasaysayan,fil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digyital na humanidades,fil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknolohiyang digital sa tinig ng panitikan at kultura,fil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaaliset humanistiset tietheet,fit,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaalinen humanistii,fit,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaalihumanistihkki,fit,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaalaine humanistine toimi,fit,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaalinen humanistika,fit,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitali humanitieteet,fit,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaalsõt humanitaarteadõsõ,fiu-vro,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaalsõ humanitaartiidüse,fiu-vro,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaalõ inimistehõtüs,fiu-vro,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaki ni tamata,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
cata na itovo ni tamata,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
vakaivola ni vakatamata ni kompiuta,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
vakadidijitali na vuli vakayalo,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
vuli digitale ni tamata,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
vuku vakadigital ni tamata,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
na digitale vakabula,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tavuivakamariti numeralivu,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tautokanikona ni digitimala,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
viri vaka na tavuki digitale,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
talgild hugvísindi,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
støddfrøðiligar mentanir,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
stafræn mannvísindi,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
talfrøðilig humaniora,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
døgumálfrøði,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital humanistiska,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
تْيِكْ تْيِكْ دِيجِيتَال,fia,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
العلوم الرقمية الإنسانية,fia,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
dijital nnyansa,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijitaal ilmiin,fia,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
nkɔmmɔbɔ nimdeɛ,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nkyerɛkyerɛmu ne mfitiatwa a wɔde kɔmputa yɛ,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mmɔnini a wuware,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ɛnsan digital,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ditanilomu nuuman kasaarwa,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sikankyera digitale,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
neɗɗaŋke dijital,ff,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
joomirde digital,ff,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
humpito noddito,ff,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
ganndal neɗɗaŋkeewal dijital,ff,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
jaaɓiɗe dijital,ff,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
tijanitaaɓeɗɛ,ff,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
hukuumii dijital,ff,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
dījitalen ḥunāthāmīsin,ff,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
humtorde dijital,ffm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humpito nokkuuji dijitaal,ffm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ganndal hakkilantaagal e faggudu,ffm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
anndal dijitaal,ffm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tijjanaaɓe digital,ffm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
hukuumital ɗiijanɗal,ffm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digiital haalimiinta,ffm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaaliset ihmistieteet,fi,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
digitaaliset humanistiset tieteet,fi,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
digitaalinen humanistiikka,fi,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
digitaalisen humanistikan,fi,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
digitaalinen humanistinen tutkimus,fi,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
digitaleihin liittyvä humanistinen tutkimus,fi,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
digitaalikulttuuritieteet,fi,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True
ⲧⲉⲛⲧⲉⲛⲓⲛ ⲙⲁⲛⲧⲉⲛ,fia,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
hwa ree gaa gee kay gee,eky,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ၾကႈ ၿိတႉႇႄႅ,eky,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ဒီဂျီတယ် လူ့အတတ်ပညာ,eky,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mɛn yɔ kpɔn wɔn,dnj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaal menneskvidenskab,dnj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanistik med digital teknologi,dnj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitalne humanistiske wědy,dsb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitalne humanistiske wědomnosće,dsb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitalnaja umonstwa,dsb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitálne łužičanśke,dsb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ordinatɛrɛ ni mɔgɔ kalan,dtm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dìjìtáàlì húmàníìtì,dtm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tomo kanaa digiitali,dtm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
диджитал хуманитизм,dtm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ta digital humanitizis,dtm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
koinsanaan dijital,dtp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ponginsanatan digital,dtp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tadiri digital budaya,dtp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknoloji kabataan,dtp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
purawet digital,dtp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tiŋkɛlɛrɛ kʊmɔnɪkɛsɩ,dty,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
دټیلی مهناتک,dty,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
mambɛnɛ ma bɔtɔ ma numériki,dua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
bia-boso ya nka-mbia,dua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mɛ́nɛ́ a bɛlɛ́dí,dua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mbumu ya dijitaal,dua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ewusi dijital,dua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mbindé bili bileng,dua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sciences numériques de l'humanité,dua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitale consten,dum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale mineraelheyd,dum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ދިރާގު ހިއުމަނިޓީސް އެވެ,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
ޑިޖިޓަލް ހިއުމަނިޓީ,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
tiwɛndɩtɩ ɔmɛnɛ,dnj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
дигитал әндирмети,dng,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ޑިޖިޓަލް ހިއުމެނިޓީޒް,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
дигиталлун хуманитарлук,dng,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digital humanisme,den,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
djergalit denkunofin,den,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dıı̨ɂą́ ts'ı̨ı̨lı̨ k'e bets'ǫ nıwǫ,dgr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ɂehda gots'ǫh k'e hogha,dgr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kǫ̀k’ehts’ı̨ı̨̀ dǫ yatıı̀,dgr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dèwí gowì dèwì,dgr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dekitahausa tuhtisinihiaiweni,dgr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
nats'inee neye'deh gots'iní,dgr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
käke raan ke dijital,din,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
thïn ye dijitaal,din,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
thok-dhiau ku thok-dhiau-dhiau,din,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
cïlëkë yïc ë thɛɛr,din,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
bäär ñääk,din,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
rök-mënh-duol,din,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ditúk nyarolthi digital,din,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dhukudu maa digitil,din,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
zagonê merduman ê dijîtalî,diq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dîjîtâl însanlûk,diq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijital xumanistî,diq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
humanitari digitali,diq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
numu koyra,dje,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
cinaɲaŋ taagandiri,dje,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijitali hanuman,dje,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
téyéri déjitél,dje,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ilmuu ɗin dijital,dje,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dukkari ḍašẹtara digitale,dje,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
щүзы жынвын,dng,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
täŋgär qaraqalpaq tili,dng,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифрали инсанлик,dng,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ޑިޖިޓަލް އިންސާނީ ޢިލްމުތައް,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
ޑިޖިޓަލް ހިއުމަނިޓީޒް,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
ဒစ်ဂျစ်တယ် လူ့ဘာသာရပ်များ,eky,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
internet dzi nu siwo gbɔ míaƒe ŋutete ŋu tsoe,ee,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijitɔl amegbetɔƒomenyawo,ee,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
numekɔnyawo ƒe mɔ̃ɖaŋununya,ee,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dɣitɛl hʋmɛnɩtiz,ee,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ɖeŋŋɔɔ digital,ee,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humeni ti asɛwura komputaasemfa,ee,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digital obio ubọn̄ owo,efi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ikọñọ ekpukpọ,efi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ñwed ufọk ke dijital,efi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nka ufọk-n̄wed enyịn̄-mbara ye nka ufọk-n̄wed ikọ,efi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
akwaakọrọ akwaụkwọ ọkụkpụ,efi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
imaha digitaj humanitas,efi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ndem ọkparakpuru otu,efi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
umanìstica digitèla,egl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
umanitê digitàli,egl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
umanistici digitàli,egl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
umanitê digitâl,egl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nḏswt ḥmwt,egy,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
sḫꜣw n ḏbꜥw n rmṯ,egy,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ḥm.t n.t sbꜣ.w mdw.w,egy,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ḏḥwtj-ḥsb-nfrw,egy,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ḥm.t ṯr.wy ḏ.dj.t,egy,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitj w-hmtjtjyt,egy,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
jm33 ntrw dswt,egy,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ɛkpanakọ ɛyọm dijital,eka,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ufọk-nwọrọ-ikọ ye ufọk-nwọrọ-ikọ enyịn,eka,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
n̄kukọ n̄kpọ n̄kịrịka,eka,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kamusi ya uhandisi wa kielektroniki,eka,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
numeralik atanĝi,eka,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digiitali huumaniyolojisi,eka,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijita hɔmankɔkɔwo,ee,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitál amegbetɔŋutinunya,ee,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dhivehi digital shaasthra,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
mvulana yaugonyeza kifunika,ebu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ޑިޖިޓަލް މަދުނީއް,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
ගියන ප්‍රකාශය,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
kaɲalen bu nimeŋ,dyo,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
diisiitɛɛl huumaanitees,dyo,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
dijitaal xumaan,dyo,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
tèknoòmì djiyàl,dyo,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaa ŋaaw,dyo,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
diyetik yulubafan,dyo,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
yeet digitaleelu,dyo,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
adamadenw ka lɔnniya,dyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
numɛriki kɛndɛya,dyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nɔmɛrikan kalan,dyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kɔmputa sɛnɛwɛ,dyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital ƙungiyar ƙirƙira,dyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dyulay tɛnɛlɛw filiyanfili,dyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sénéfou nan dijitali,dyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
དྲ་རྒྱའི་མི་རིགས།,dz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
གཟའ་རིགས་གཞུང་དང་མཐུན་རིགས་དང་འབྲེལ་བའི་རིག་གནས།,dz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ཨང་རྟགས་མི་རིགས་རིག་གནས།,dz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
དྲ་རྒྱའི་མིའི་རིག་གནས།,dz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dzigugpa tshom zhing,dz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
སླེབ་སྒྲིག་མི་འབྲས་བུས།,dz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ཡིག་སེམས་དངོས་པོ་ལྔ་ཕྱོགས,dz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tiwɛlɛtɔmɛnɛ,dzg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaa ŋgɔŋ,dzg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tsawtaw tawdawit tewtawit,dzg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ũtaaro wa kĩmũtaratara na kĩũmũndũ,ebu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ũgima wa ũthomi wa digitali,ebu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kĩthaka ĩrĩa nĩngĩrĩa gĩthomo na gĩthuthamaki,ebu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
цифройн гуманитарш,ce,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
хьаьккхийн цӏерш,ce,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифран гуманитарийн ӏилманаш,ce,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
níkíhewíddéhtoh,arp,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
küllün kallampiwe,arn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
rüngu newentu mayika,arn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
