search_term,natural_language,counts,directionality,search_term_source,category,keep_term,directionality_conflict,ltr_languages,rtl_languages
デジタルヒューマニズム,ryu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ubushakashatsi bw'umuvugizi wa nyumburu,rw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umuhumeni y'igihinsho digitale,rw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ingabo cy'inka y'amahoro,rw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ubunyamuntu bwa dijitali,rwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
eby'obuntu by'omu kidijitali,rwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ubumenyi bw'ikoranabuhanga,rwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
muziki wa dijitali wa ufundi,rwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umkushisha ulayo,rwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
cyimbozo cy'inka y'imigani,rwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dijitara bungo,ryu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
デジタルの人道学,ryu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
सङ्गणकमानविकी,sa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
safaliba digitali/safaliba kikokotoo cha utamaduni,saf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
आङ्गिकमानविकी,sa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
अङ्कीयमानविकी,sa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
डिजिटलमानविकी,sa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
दिगितला मानवशास्त्र,sa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
अन्वेषणम् डिजिटलम्,sa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
दीजितल ह्यूमनाइट्स,sa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
विज्ञान-वर्तमान विग्यान,sa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dijitali mbinu za kihistoria,sad,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kusanduka kwemanyanga,sad,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mvulume digital,sad,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
misheni ya inani na maisha,sad,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
družboslovne humanistike,sl,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True,False,,
ʔəs-ʔibəš ti syəyəhub,slh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ocrin kiflaf,tig,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digiital huwantiyas,tbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dījitāl hjuwanistis,syi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ꠒꠤꠎꠤꠐꠣꠟ ꠝꠣꠘꠛꠤꠇ,syl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ডিজিটাল মানুয়াল্যাস্টি,syl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ܡܕ̈ܥܐ ܪ̈ܩܡܝܐ ܕܐܢܫܘܬܐ,syr,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ܠܘܚܢܐ ܕܡܟܬܒܐ ܕܫܪܝܗ,syr,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ܗܘܿܢܰܪܐ ܩܰܕܡܝܼܝܬܵܐ ܕܡܰܦܘܼܬܵܐ,syr,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ܕܝܫܘܩܝܐ ܕܠܚܝܬܐ,syr,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitalne humanistyki,szl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
cyfrowe ludyństwo,szl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
cyfrowa humanistyka,szl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dygtalne humanyjistyka,szl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
எண்ணிம மனிதவியல்,ta,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True,False,,
டிஜிட்டல் மனிதநேயம்,ta,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True,False,,
மின்னணு மனிதவியல்,ta,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True,False,,
மின்னிமனிதவியல்,ta,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True,False,,
ஜிடிதல் மனவர்கள்,ta,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True,False,,
рақамдин гуманитар илимар,tab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифрадин гуманитария,tab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифровой гуманитарный илим,tab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дигиталлар хуманитарий,tab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифро́й инсанвият,tab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
диджиталы түштүк-маданиyat,tab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ماشینه دیجیتال علوم بشری,tab,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dhigitaal humaniyataa,taj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
talikasan a kultura,tbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ŋàà-dii-tɔɔ̀-màà,syi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ŋumɛnɔmɛ,syi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ܗܘܼܝܕܰܐ ܣܝ̈ܡܝ̈ܢܰܐ,syc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
sayansi ya binadamu ya dijitali,swb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
džigitalū humanitarė,suz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitiko janaj jnanma,suz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dhigital hjumanihtis,suz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
binadamu dijitali,sw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
binadamu dijiti,sw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
sayansi za kidijitali za kibinadamu,sw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ubinadamu dijitali,sw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ufanisi wa jamii digitali,sw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
husika wa maoni na umani,sw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
sayansi za kidijitali,swb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanité ya dijital,swb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
sanaa za kielektroniki,swb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ܠܘܚܢܐ ܕܡܟܬܒܐ ܕܫܪܝܥܐ,syc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
muanjinidro mifanampiana ny fihavanana,swb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale geisteswissenschafta,swg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale geischteswisseschafte,swg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale humanitäärschafte,swg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dëggitali mänschawissenskapt,swg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dhātīkī vidyā,swv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ડિજિટલ મુદ્રાશસ્ત્ર,swv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tambu sipat tunggal,sxn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
huminiora digital,sxn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
talise'e digitale,sxn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ܐܢܬܪܣܘܬܐ ܕܝܓܝܛܠܝܬܐ,syc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
pang-digital na kasaysayan at kultura,tbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
teknolohiya ng digital na tinuhan,tbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
𒈹𒉣𒂵𒆠𒅕𒇻,sux,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ಡಿಜಿಟಲ್ ಮಾನವಿಕ ಶಾಸ್ತ್ರ,tcy,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanidade digitál,tet,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanidades diġital,tet,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanitáis digitál,tet,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
гуманитарии рақамӣ,tg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
гуманитарияи рақамӣ,tg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
рақамии гуманитарӣ,tg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
технологияҳои адабӣ,tg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
раqамӣ инсоншуносӣ,tg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дигиталӣ муҳимматаҳо,tg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
худфармани товархона,tg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dhigalaiya manusya vigyana,thl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dhigalaiya manuski,thq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
डिजिटल अद्वितीय विज्ञान,thq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dhigitaal kala shastri,thr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ዲጂታላዊ ሰብኣዊ ጥንቃቐታት,ti,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ዲጂታል ሰብኣውያን ትምህርቲታት,ti,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ዲጂታል ሰብኣዊ ምሁርነት,ti,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ድህነት ግንቦት,ti,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ሃሳብ ጽባሕ ዲጂታል,ti,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
መዝግ መረሲክ,ti,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ልዕሊ ሰብኣዊ ስነ ስርዓት,tig,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ዲጂታል ሰብኣውነት,tig,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ዲጂታል ሰብኣዊ ምሁራን,tig,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ስዕተ አጥፊነት,tig,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dibujal manite,tig,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanidade dijitál,tet,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanidades dijitál,tet,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umanidade dijitál,tet,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
డిజిటల్ హ్యూమానిటీస్,te,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ಡಿಜಿಟಲ್ ಮನಸ್ಸ್ಯಾಟಿಕ್ಸ್,tcy,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ᥖᥭᥰᥘᥫᥴ ᥛᥫᥒᥰᥘᥫᥴ,tdd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ᥖᥤᥴᥐᥤᥱᥖᥣᥝᥰ ᥛᥣᥢᥴᥙᥣᥰᥖᥤᥴ,tdd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ดิจิทัลฮิวแมนนิตี้ส์,tdd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ᥖᥣᥱ ᥘᥤᥐ ᥔᥣᥱ ᥛᥣᥰ ᥘᥣᥱ ᥑᥣᥛᥰ,tdd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
teknoloji ya ngemel i beluu,tdd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
म्याग्री काला साहित्य,tdg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ḍigital manāwī,tdg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dhigalai kala,tdh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
khali-digitali adhunikata,tdh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
డిజిటల్ హ్యుమానిటీస్,te,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
డిజిటల్ మానవీయ శాస్త్రాలు,te,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tjita teku,ter,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
డిజిటల్ మానవ శాస్త్రం,te,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
డిజిటల్ హెమ్నైటీక్స్,te,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dijital hümanitiler,tem,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ⵜⴰⴷⴷⵉⵔⵜ ⵏ ⵓⵃⵓⵎⴰⵏⵉⵜ,tem,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ekapoloit ka edikaito,teo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ekomwa loka akalanyun ka akanyun,teo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
aijukineta a ikasubwa a ikomom,teo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
omweso ogumu,teo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
enyimuke enyimuke,teo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
kutaki kifumi digitali,teo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
okur-ekitabo ya kisasi,teo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
मानविकी डिजिटल,suz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ĝiš-ĝiš-sag₂-ga₂-zu,sux,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
sʔəx̌ʷəɬəbəɬ ʔə tiʔəɬ qʷəɬqʷəɬ,slh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digi humaniora,srn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ꮧꮝꮖꮒꮝꮧ ꭰᏸꮅꮝꭹ,smp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dijital umaniti,smp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
numera humanaĵoj,smp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digihtalaš humaanus,sms,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaallaž mättʼtieʹtted,sms,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitallʼ humaniteet,sms,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitáál humanitaar,sms,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale huolimiologia,sms,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dzidzo yedhijitari,sn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dzidziso dzevanhu nezvemagetsi,sn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
unyanzvi hwevanhu hwedigita,sn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tinotaurwa ne mhando dzvimbo,sn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
hunhu hemitero,sn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umunhu-ndiwe digitale,sn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
nyaamɗe dijital,snf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digidal humenitis,snf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kaŋen haalanxanne,snk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
aɲaŋaŋ kɛrɛnɛn,snk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
teregu jigina,snk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitaru gubbi,snk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dijitigal yulubuwansi,snk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ปัญญาสารสนเทศ,sou,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanitete dixhitale,sq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
njësi të shkencave digitale,sq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humaniteta digjitale,sq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
duodahusat bahasa digitale,smn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale duodanis,smn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitálâš olmooštiätu,smn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
hulas matanika digital,sly,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ʔəy̓aləxʷ sʔəɬədəb,slh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
sdxʷqʷel qʷi sqilš,slh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
łəxʷədiƛəxʷ ʔəɬ,slh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
xwešxʷ șáaʔtəm,slh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
xʷəbəq-əb-šəlsh,slh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitalne humanistyczne,sli,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
cyberhumanistyka,sli,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
cyfrowŏ humanistyka,sli,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dyjitalnaja umawnost',sli,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dygtalne humanistyki,sli,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
kajian kemanusiaan digital,sly,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitála humanistihkka,sma,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaalâš humaniteet,smn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaale humanitaara,sma,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dagoggiebálggi,sma,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitála eahkamahtti,sma,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale vittuvaemi,sma,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
"digaal-gielasat, digaal-giellasearvi",sma,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitála humanitáradieđa,smj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digtačielmammeárbupmihtti,smj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale vânaláš,smj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaliluoddon tieteet,smj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitála humanistih,smn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaal humántutkâmuš,smn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitalne umjetnosti,sr,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,True,False,,
digitali sabi fu meti,srn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
šum-maḫi-ur-sag-ga,sux,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dijitali fasi fu sabi,srn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale humanitäre wietenskuppe,stq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitoale humanitäte,stq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale minskenkunde,stq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaal minskweskunde,stq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale jantlegjengen,stq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale menskje-kunste,stq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
stu-t'u-man-t'u,stu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ta'ikai sipanu,stu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
សាស្រ្តជំនុំដែលមានទឹកជ្រូក,stu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
sabit adat,stu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
élmu kamanusaan digital,su,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
jenengan elektronik,su,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ubumanyi bwa kidijitali,suk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ujifunza wa teknolojia ya dijitali,suk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kifungu kilimo digitali,suk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umwana wa digitale,suk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
karamɔgɔya nɔmɛriki,sus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dijitali adamuɲɛ,sus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tɔmɔnɛ tɔrɔ,sus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ŋɔɔm-kpaa-tɔɔŋ,sus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
komputasija ningi kanko,sus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
𒁹𒉺𒀀𒀭𒈾𒀀𒀭𒈾𒀀𒀭𒈾,sux,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
nam-lú-ulu₃ ḫa-za-ar,sux,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dub-sar-ra-an-na-ki-a,sux,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dub-sar-ĝeš-šu-ak,sux,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitoale gäistesweetenskuppen,stq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
motsoaledi ya ditsonga,st,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mabola ea dijithale,st,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tifundvo tebantfu tedijithali,ss,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digidal humaniti,srn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitaal menslikheid,srn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale humaniteiten,srn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
saayeen yu njiit,srr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
xam-xam diital ak nit,srr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
xam-xam bu dijitaal bi,srr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ngalganeenamoo,srr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
jant biiñ tekk,srr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
xam-duniyaa,srr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dhāgīkī khaṇḍa,srx,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
औटोमेटिक मानव विज्ञान,srx,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tibalo tetidijithali,ss,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
bokgoni ba botho ba dijithale,st,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tindzaba letisemtsetfweni letisemtsetfweni,ss,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
emasiko e-digital,ss,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
